Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Hydro Thunder,0.26,0.17,0,0.03,0.46
Brothers In Arms: D-Day,0.23,0.14,0,0.09,0.46
American Girl: Kit Mystery Challenge!,0.42,0,0,0.03,0.46
Mario & Sonic at the Rio 2016 Olympic Games,0.04,0.16,0.24,0.01,0.46
NHL FaceOff '97,0.26,0.17,0,0.03,0.46
Deadpool,0.26,0.16,0,0.04,0.46
Brothers In Arms: Road to Hill 30,0.38,0.01,0,0.06,0.46
Virtua Tennis 4,0.09,0.25,0.03,0.09,0.46
EA Sports UFC,0.3,0.12,0,0.04,0.46
Gremlins,0.43,0.03,0,0,0.46
The Mark of Kri,0.22,0.18,0,0.06,0.46
Jampack Winter 2003 (RP-M),0.22,0.18,0,0.06,0.46
Rugrats: Castle Capers,0.33,0.12,0,0.01,0.46
Crash Nitro Kart,0.33,0.12,0,0.01,0.46
Star Wars The Clone Wars: Republic Heroes,0.19,0.19,0,0.07,0.46
Farming Simulator 2015,0.11,0.28,0,0.07,0.46
Bleach: The Blade of Fate,0.3,0.01,0.12,0.03,0.46
Madden NFL 12,0.43,0,0,0.03,0.46
LEGO Rock Band,0.33,0.09,0,0.04,0.46
Mad Max (2015),0.26,0.16,0,0.04,0.46
"Barbie: Jet, Set & Style!",0.37,0.05,0,0.03,0.46
Jak and Daxter: The Lost Frontier,0.22,0.17,0,0.06,0.46
Momotarou Dentetsu 11,0,0,0.46,0,0.46
Command & Conquer: Red Alert 3,0.18,0.23,0,0.05,0.46
Tomb Raider: Legend,0.09,0.24,0,0.12,0.46
Skylanders: SuperChargers,0.24,0.18,0,0.04,0.46
The Golden Compass,0.3,0.12,0,0.04,0.46
Star Wars: Demolition,0.25,0.17,0,0.03,0.46
Scooby-Doo! and the Spooky Swamp,0.29,0.13,0,0.04,0.46
Sword Art Online: Lost Song,0.08,0.1,0.23,0.05,0.46
Bloody Roar II,0.25,0.17,0,0.03,0.46
Delta Force: Black Hawk Down,0.22,0.17,0,0.06,0.46
Burnout Dominator,0.02,0.38,0.01,0.06,0.46
NBA Live 07,0.42,0,0,0.04,0.46
Vin Diesel: Wheelman,0.24,0.17,0,0.05,0.46
Space Invaders,0,0,0.46,0,0.46
.hack//Outbreak Part 3,0.14,0.11,0.17,0.04,0.46
Rayman Legends,0.19,0.23,0,0.04,0.46
Mother 1+2,0,0,0.45,0.01,0.46
Hyperdimension Neptunia,0.22,0.11,0.07,0.05,0.46
iCarly,0.42,0,0,0.03,0.46
Puzzle & Dragons Z + Super Mario Bros. Edition,0.05,0.05,0.34,0.01,0.46
Harry Potter and the Deathly Hallows - Part 1,0.21,0.2,0,0.04,0.46
Top Spin,0.36,0.08,0,0.02,0.46
Disney Guilty Party,0.43,0,0,0.03,0.46
Warhawk,0.25,0.17,0,0.03,0.46
Pirates of the Caribbean: At World's End,0.39,0.02,0.01,0.04,0.46
Red Faction: Armageddon,0.2,0.16,0.03,0.07,0.46
DanceStar Party,0,0.35,0,0.1,0.46
Persona 4: Dancing All Night,0.13,0.1,0.15,0.07,0.46
Tales of Vesperia,0,0,0.45,0,0.45
Thief (2014),0.26,0.15,0,0.04,0.45
Dynasty Warriors: Strikeforce,0.03,0.03,0.38,0.02,0.45
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,0.33,0.12,0,0.01,0.45
Tales of Hearts,0.15,0.13,0.09,0.08,0.45
Missile Command,0.25,0.17,0,0.03,0.45
Lego Batman 3: Beyond Gotham,0.21,0.21,0,0.04,0.45
Barbie as The Island Princess,0.42,0,0,0.03,0.45
Jikkyou Powerful Pro Yakyuu 3,0,0,0.45,0,0.45
The Walking Dead: Season One,0.12,0.25,0.01,0.08,0.45
Jikkyou Powerful Pro Yakyuu 12,0,0,0.45,0,0.45
Enter the Matrix,0.34,0.09,0.02,0.01,0.45
Crash: Mind Over Mutant,0.36,0.06,0,0.03,0.45
NASCAR 2005: Chase for the Cup,0.34,0.1,0,0.02,0.45
J-League Excite Stage '95,0,0,0.45,0,0.45
The New York Times Crosswords,0.42,0,0,0.03,0.45
Phantasy Star Online Episode I & II,0.23,0.06,0.16,0.01,0.45
Moshi Monsters: Moshlings Theme Park,0.03,0.37,0,0.05,0.45
The Powerpuff Girls: Relish Rampage,0.22,0.17,0,0.06,0.45
Resistance: Burning Skies,0.21,0.16,0.02,0.07,0.45
NBA 2K13,0.39,0.03,0,0.03,0.45
Dead or Alive: Dimensions,0.13,0.21,0.07,0.03,0.45
The Chronicles of Riddick: Escape from Butcher Bay,0.32,0.11,0,0.02,0.45
Brain Challenge,0.41,0.01,0,0.03,0.45
NFL Head Coach,0.38,0.01,0,0.06,0.45
Watch Dogs,0.14,0.26,0,0.05,0.45
Karaoke Revolution Presents American Idol Encore,0.42,0,0,0.03,0.45
Major League Baseball 2K11,0.4,0.03,0,0.03,0.45
Enemy Territory: Quake Wars,0.3,0.11,0,0.04,0.45
Ghostbusters,0.42,0.03,0,0,0.45
NCAA Gamebreaker 99,0.25,0.17,0,0.03,0.45
Area 51,0.22,0.17,0,0.06,0.45
World Stadium 2,0,0,0.42,0.03,0.45
Sega Rally Revo,0.12,0.28,0,0.05,0.45
NHL 2005,0.22,0.17,0,0.06,0.45
TNA iMPACT!,0.26,0.15,0,0.04,0.45
Star Wars Jedi Knight: Jedi Academy,0.34,0.1,0,0.02,0.45
Thrillville: Off the Rails,0.39,0.02,0,0.03,0.45
Phoenix,0.42,0.02,0,0,0.45
Spider-Man: Shattered Dimensions,0.26,0.13,0,0.06,0.45
F.E.A.R. 3,0.3,0.11,0.01,0.04,0.45
My Fashion Studio,0.41,0.01,0,0.03,0.45
Plants vs. Zombies: Garden Warfare 2,0.17,0.21,0,0.07,0.45
Rock Band Country Track Pack,0.42,0,0,0.03,0.45
Pro Evolution Soccer 2016,0.08,0.18,0.15,0.05,0.45
Apocalypse,0.25,0.17,0,0.03,0.45
Transformers: Revenge of the Fallen (Wii & PS2 Version),0.27,0.14,0,0.04,0.45
PES 2009: Pro Evolution Soccer,0.09,0.26,0.05,0.05,0.45
Yu-Gi-Oh! Destiny Board Traveler,0.32,0.12,0,0.01,0.45
SingStar Queen,0.11,0.26,0,0.08,0.45
God Eater 2,0,0,0.45,0,0.45
Samurai Warriors 3,0.1,0.02,0.32,0.01,0.45
World Soccer Winning Eleven 5 Final Evolution,0,0,0.45,0,0.45
One Piece: Pirate Warriors 3,0.08,0.22,0.1,0.05,0.45
Sphinx and the Cursed Mummy,0.22,0.17,0,0.06,0.45
Fatal Fury 2,0,0,0.45,0,0.45
Rampage World Tour,0.36,0.08,0,0.01,0.45
Pokemon Puzzle League,0.36,0.08,0,0.01,0.45
Eternal Sonata,0.19,0.13,0.07,0.06,0.45
Dance Dance Revolution: Hottest Party 3,0.26,0.14,0,0.04,0.45
FIFA 15,0.09,0.33,0,0.03,0.45
Petz: Catz 2,0.41,0.01,0,0.03,0.45
Bee Movie Game,0.41,0,0,0.03,0.45
Tekken Advance,0.32,0.12,0,0.01,0.45
Shin Megami Tensei: Persona 3,0.22,0.03,0,0.2,0.45
Persona,0,0,0.42,0.03,0.45
Band Hero,0.21,0.19,0,0.05,0.45
Naruto Shippuden: Ultimate Ninja Storm Generations,0.26,0.14,0.01,0.04,0.45
Hot Wheels: Stunt Track Challenge,0.32,0.12,0,0.01,0.45
Viking: Battle for Asgard,0.16,0.24,0,0.05,0.45
Maze Craze: A Game of Cops 'n Robbers,0.42,0.02,0,0,0.45
Mobile Suit Gundam,0,0,0.42,0.03,0.45
Silent Hill: Homecoming,0.25,0.16,0,0.04,0.45
SingStar Take That,0,0.06,0,0.39,0.45
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,0.17,0.13,0.06,0.08,0.45
Final Fantasy Collection,0,0,0.42,0.03,0.45
Disney Sing It! High School Musical 3: Senior Year,0.09,0.02,0,0.34,0.45
NBA Live 10,0.4,0.02,0,0.03,0.45
Samurai Warriors: Xtreme Legends,0.04,0.03,0.36,0.01,0.45
Tony Hawk's Proving Ground,0.36,0.05,0,0.05,0.45
NHL FaceOff,0.25,0.17,0,0.03,0.45
WWE WrestleMania 21,0.34,0.1,0,0.02,0.45
Brunswick Pro Bowling,0.38,0.04,0,0.03,0.45
Worms: Open Warfare 2,0.04,0.26,0,0.14,0.45
NBA Live 2005,0.35,0.09,0,0.01,0.45
Defender II,0.42,0.02,0,0,0.45
WWE Day of Reckoning,0.35,0.09,0,0.01,0.45
Dragon Quest Heroes: Rocket Slime,0.13,0,0.31,0.01,0.45
ATV Quad Power Racing 2,0.36,0.07,0,0.01,0.45
Walt Disney World Quest: Magical Racing Tour,0.25,0.17,0,0.03,0.45
Sled Storm,0.22,0.17,0,0.06,0.45
Vandal Hearts,0.14,0.09,0.19,0.03,0.45
Mario Tennis Ultra Smash,0.13,0.16,0.13,0.03,0.45
Celebrity Sports Showdown,0.18,0.22,0,0.05,0.45
Jawbreaker,0.42,0.03,0,0,0.45
Scooby-Doo! Mystery Mayhem,0.22,0.17,0,0.06,0.45
Mario Golf: Advance Tour,0.32,0.12,0,0.01,0.45
Crash: Mind Over Mutant,0.11,0.22,0,0.12,0.45
Karaoke Revolution,0.24,0.16,0,0.04,0.45
Discovery Kids: Kitten Corner,0.42,0,0,0.03,0.45
Just Dance 2014,0.3,0.11,0,0.04,0.45
Yu-Gi-Oh! Capsule Monster Coliseum,0.22,0.17,0,0.06,0.44
Payday 2,0.21,0.15,0,0.08,0.44
Major League Baseball 2K6,0.37,0.01,0,0.06,0.44
Jampack Volume 13 (RP-M),0.37,0.01,0,0.06,0.44
World Soccer Winning Eleven 9,0.06,0.33,0.02,0.03,0.44
NBA Live 2000,0.42,0.02,0,0,0.44
Teenage Mutant Ninja Turtles 2: Battle Nexus,0.22,0.17,0,0.06,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",0.37,0.01,0,0.06,0.44
Disney Infinity 3.0,0.19,0.21,0,0.04,0.44
TouchMaster 3,0.3,0.11,0,0.04,0.44
The Thing,0.22,0.17,0,0.06,0.44
Disney Infinity 3.0,0.2,0.21,0,0.04,0.44
Van Helsing,0.22,0.17,0,0.06,0.44
X-Men Legends II: Rise of Apocalypse,0.3,0.12,0,0.02,0.44
Food Network: Cook or Be Cooked,0.41,0,0,0.03,0.44
Transformers: Fall of Cybertron,0.28,0.13,0,0.04,0.44
Metro: Last Light,0.14,0.2,0.03,0.08,0.44
The Urbz: Sims in the City (all regions sales),0.4,0.01,0.02,0,0.44
Spawn: Armageddon,0.22,0.17,0,0.06,0.44
The Godfather (US sales),0.33,0.1,0,0.02,0.44
DmC: Devil May Cry,0.26,0.13,0.01,0.04,0.44
Plants vs. Zombies: Garden Warfare 2,0.26,0.15,0,0.04,0.44
World Stadium EX,0,0,0.41,0.03,0.44
Tiger Woods PGA Tour 2003,0.35,0.08,0,0.01,0.44
Battlefield 2: Modern Combat,0.37,0.01,0,0.06,0.44
G-Force,0.19,0.2,0,0.05,0.44
Ben 10 Alien Force: Vilgax Attacks,0.25,0.15,0,0.04,0.44
50 Cent: Bulletproof,0.33,0.1,0,0.02,0.44
Densetsu no Stafi 2,0,0,0.43,0.01,0.44
Independence Day,0.25,0.17,0,0.03,0.44
Need for Speed: Shift 2 Unleashed,0.18,0.22,0,0.04,0.44
Chocobo Racing,0.07,0.05,0.3,0.03,0.44
Ninja Gaiden 3,0.19,0.1,0.11,0.05,0.44
Child of Eden,0.28,0.12,0,0.04,0.44
LEGO Star Wars II: The Original Trilogy,0.33,0.1,0,0.02,0.44
Family Fest Presents Circus Games,0.1,0.29,0,0.05,0.44
My Spanish Coach,0.4,0.01,0,0.03,0.44
The Darkness,0.36,0.04,0.01,0.04,0.44
Gundam SEED: Federation vs. Z.A.F.T.,0,0,0.44,0,0.44
Ms. Pac-Man Maze Madness,0.25,0.17,0,0.03,0.44
Blood Omen: Legacy of Kain,0.25,0.17,0,0.03,0.44
Super Bomberman 4,0,0,0.44,0,0.44
Bomberman II,0.16,0.03,0.15,0.1,0.44
Duke Nukem 64,0.35,0.08,0,0.01,0.44
Sin and Punishment: Star Successor,0.2,0.14,0.06,0.04,0.44
Jump Start Pet Rescue,0.41,0,0,0.03,0.44
Naughty Bear,0.18,0.18,0,0.07,0.44
"SpongeBob SquarePants: Lights, Camera, Pants!",0.34,0.09,0,0.01,0.44
Super Robot Taisen OG: Original Generations,0,0,0.44,0,0.44
Army Men World War: Final Front,0.24,0.17,0,0.03,0.44
Petz: Horsez 2,0.41,0,0,0.03,0.44
Puppy Luv: Spa and Resort,0.4,0,0,0.03,0.44
Yu-Gi-Oh! 5D's Tag Force 4,0.19,0.07,0.12,0.06,0.44
MX Unleashed,0.34,0.08,0,0.02,0.44
Jikkyou Powerful Pro Yakyuu 9,0,0,0.44,0,0.44
Grind Session,0.24,0.17,0,0.03,0.44
Naruto: Gekito Ninja Taisen! 3,0,0,0.43,0.01,0.44
Barbie: Groom and Glam Pups,0.26,0.14,0,0.04,0.44
Wario World,0.34,0.09,0,0.01,0.44
Scooby-Doo! Mystery Mayhem,0.31,0.12,0,0.01,0.44
Super Breakout,0.41,0.03,0,0,0.44
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,0,0,0.44,0,0.44
Deer Drive,0.41,0,0,0.02,0.44
Robert Ludlum's The Bourne Conspiracy,0.26,0.14,0,0.04,0.44
Just Dance 4,0.26,0.12,0,0.06,0.44
TimeSplitters 2,0.34,0.09,0,0.01,0.44
Battlebots: Design & Destroy,0.31,0.12,0,0.01,0.44
Devil May Cry HD Collection,0.28,0.11,0.01,0.03,0.44
Eternal Darkness: Sanity's Requiem,0.34,0.09,0,0.01,0.44
Power Rangers: S.P.D.,0.31,0.12,0,0.01,0.44
Naruto: Ultimate Ninja 3,0.36,0.01,0,0.06,0.44
SingStar Motown,0,0.06,0,0.38,0.44
Neon Genesis Evangelion,0,0,0.44,0,0.44
Nicktoons: Attack of the Toybots,0.4,0,0,0.03,0.44
Mobile Suit Gundam: One Year War,0,0,0.44,0,0.44
Tongari Boushi to Mahou no Otana,0,0,0.44,0,0.44
NFL Blitz 20-03,0.21,0.17,0,0.06,0.44
Just Dance: Summer Party,0.41,0,0,0.03,0.44
SpongeBob's Atlantis SquarePantis,0.36,0.01,0,0.06,0.44
Dragon Ball Z: Shin Budokai - Another Road,0.19,0.09,0.08,0.07,0.44
Master of Illusion,0.16,0,0.26,0.01,0.44
Star Wars: Jedi Starfighter,0.35,0.07,0,0.02,0.44
Remington Great American Bird Hunt,0.41,0,0,0.03,0.44
Classic NES Series: Metroid,0.26,0.1,0.07,0.01,0.43
Alpha Protocol,0.19,0.18,0,0.07,0.43
Tetris Axis,0.2,0.13,0.06,0.03,0.43
Dora the Explorer: Dora Puppy,0.39,0.01,0,0.03,0.43
Primal,0.21,0.17,0,0.06,0.43
Madden NFL 2002,0.41,0.02,0,0,0.43
Need for Speed Underground 2,0.31,0.12,0,0.01,0.43
007: Quantum of Solace,0.17,0,0,0.26,0.43
Spec Ops: Covert Assault,0.24,0.16,0,0.03,0.43
SSX Tricky,0.32,0.09,0,0.02,0.43
Flight Control Rocket,0.31,0.12,0,0.01,0.43
FIFA 14,0.01,0.36,0,0.06,0.43
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.36,0.01,0,0.06,0.43
Trials Fusion,0.13,0.21,0.01,0.08,0.43
Wheel of Fortune,0.41,0,0,0.03,0.43
NiGHTS into dreams...,0,0,0.43,0,0.43
NCAA Football 2004,0.4,0.02,0,0.02,0.43
Overwatch,0.22,0.18,0,0.04,0.43
Rock Band 4,0.35,0.04,0,0.04,0.43
NBA Jam,0.38,0.03,0,0.03,0.43
Bionicle,0.21,0.17,0,0.06,0.43
Minecraft,0.18,0.09,0.14,0.03,0.43
MLB 2002,0.24,0.16,0,0.03,0.43
Sleeping Dogs,0.16,0.2,0,0.07,0.43
TimeSplitters,0.21,0.17,0,0.06,0.43
Barnstorming,0.4,0.02,0,0,0.43
InuYasha: The Secret of the Cursed Mask,0.21,0.17,0,0.06,0.43
Rune Factory 3: A Fantasy Harvest Moon,0.28,0.03,0.1,0.02,0.43
The Powerpuff Girls: Him and Seek,0.31,0.11,0,0.01,0.43
Mega Man Zero 2,0.18,0.07,0.17,0.01,0.43
Wonder Project J: Kikai no Shonen Pino,0,0,0.43,0,0.43
2010 FIFA World Cup South Africa,0.23,0.15,0.01,0.04,0.43
Atelier Totori: The Adventurer of Arland,0.12,0.07,0.21,0.03,0.43
Spec Ops: The Line,0.21,0.19,0,0.04,0.43
The Fairly Odd Parents: Game Boy Advance Video Volume 1,0.31,0.11,0,0.01,0.43
Ghostbusters: The Video Game,0.15,0.04,0,0.24,0.43
Hunter: The Reckoning  Wayward,0.21,0.16,0,0.06,0.43
How to Train Your Dragon,0.24,0.15,0,0.04,0.43
Command & Conquer 3: Tiberium Wars,0.35,0.05,0,0.03,0.43
WipEout 64,0.28,0.14,0,0.01,0.43
Mischief Makers,0.25,0.06,0.07,0.06,0.43
Max Payne 3,0.15,0.22,0,0.06,0.43
Petz Bunnyz,0.39,0.01,0,0.03,0.43
Castlevania: Portrait of Ruin,0.33,0.03,0.04,0.03,0.43
NHL Slapshot,0.4,0,0,0.02,0.43
EyeToy: AntiGrav,0.36,0.01,0,0.06,0.43
FIFA 14,0,0.38,0,0.05,0.43
EverQuest Online Adventures,0.21,0.16,0,0.05,0.43
Cool Boarders,0.1,0.07,0.24,0.03,0.43
"999: Nine Hours, Nine Persons, Nine Doors",0.37,0,0.03,0.03,0.43
Mobile Suit Gundam: Zeonic Front,0.09,0.07,0.25,0.02,0.43
Zone of the Enders HD Collection,0.21,0.08,0.09,0.05,0.43
Def Jam Icon,0.16,0.19,0,0.08,0.43
Tales of the World: Radiant Mythology,0.17,0.01,0.23,0.02,0.43
Monopoly,0.21,0.16,0,0.05,0.43
Dawn of Mana,0.07,0.05,0.29,0.02,0.43
Microsoft Flight Simulator X,0.02,0.34,0,0.07,0.43
Lego Batman 3: Beyond Gotham,0.23,0.17,0,0.04,0.43
Madden NFL 2003,0.33,0.09,0,0.01,0.43
NASCAR Kart Racing,0.39,0,0,0.03,0.43
Disney Sing It,0.39,0.01,0,0.03,0.43
Backyard Baseball,0.31,0.11,0,0.01,0.43
Call of Duty: Black Ops II,0.21,0.18,0,0.03,0.43
TRON: Evolution,0.27,0.1,0,0.05,0.43
Midway Arcade Treasures,0.33,0.08,0,0.01,0.43
Call of Duty: Modern Warfare: Mobilized,0.37,0.02,0,0.03,0.43
Petz: Horsez 2,0.39,0,0,0.03,0.43
The Smurfs,0.24,0.14,0,0.04,0.43
Bakugan: Battle Brawlers,0.21,0.16,0,0.05,0.43
NHL FaceOff 99,0.24,0.16,0,0.03,0.43
Skylanders: Trap Team,0.18,0.17,0,0.07,0.43
SEGA Classics Collection,0.21,0.16,0,0.05,0.43
Pirates of the Caribbean: At World's End,0.15,0.17,0,0.1,0.43
Juiced: Eliminator,0.11,0.2,0,0.12,0.43
Naruto: Ninja Council 3,0.39,0,0,0.03,0.42
Neon Genesis Evangelion 2nd Impression,0,0,0.42,0,0.42
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,0,0,0.42,0,0.42
NBA Street,0.33,0.09,0,0.01,0.42
Ben 10 Alien Force: Vilgax Attacks,0.22,0.16,0,0.04,0.42
Ben 10 Alien Force: Vilgax Attacks,0.13,0.19,0,0.11,0.42
Valkyrie Profile: Covenant of the Plume,0.23,0.02,0.16,0.02,0.42
The Legend of Spyro: The Eternal Night,0.21,0.16,0,0.05,0.42
Mega Man Battle Network,0.14,0.05,0.22,0.01,0.42
LEGO Rock Band,0.24,0.13,0,0.06,0.42
25 to Life,0.35,0.01,0,0.06,0.42
NHL 2K6,0.21,0.16,0,0.05,0.42
Medal of Honor: Rising Sun,0.33,0.09,0,0.01,0.42
The Sims,0.31,0.1,0,0.01,0.42
Guitar Hero: Smash Hits,0.23,0.15,0,0.04,0.42
Dog's Life,0.21,0.16,0,0.05,0.42
The X Files,0.24,0.16,0,0.03,0.42
Super Wagyan Land,0,0,0.42,0,0.42
Rascal,0.24,0.16,0,0.03,0.42
Hometown Story,0.22,0.13,0.04,0.04,0.42
Tony Hawk's American Wasteland,0.33,0.08,0,0.01,0.42
Top Spin 4,0.15,0.23,0,0.04,0.42
Famicom Mini: Super Mario Bros. 2,0,0,0.41,0.01,0.42
Crash: Mind Over Mutant,0.39,0,0,0.03,0.42
Medal of Honor Heroes 2,0.34,0.04,0.01,0.04,0.42
Yu-Gi-Oh! GX: Tag Force 2,0.03,0.2,0.1,0.11,0.42
Colony Wars,0.24,0.16,0,0.03,0.42
All-Star Baseball 2004,0.21,0.16,0,0.05,0.42
Big Strike Bowling,0.23,0.16,0,0.03,0.42
Ragnarok Odyssey,0.22,0.01,0.16,0.03,0.42
Harry Potter and the Deathly Hallows - Part 1,0.2,0.19,0,0.04,0.42
Horsez,0.38,0.01,0,0.03,0.42
SpongeBob's Truth or Square (US sales),0.42,0,0,0,0.42
NASCAR Thunder 2002,0.23,0.16,0,0.03,0.42
Grandia,0,0,0.42,0,0.42
ESPN NHL 2K5,0.32,0.09,0,0.02,0.42
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,0.3,0.11,0,0.01,0.42
Hot Wheels World Race,0.21,0.16,0,0.05,0.42
Avatar: The Last Airbender - The Burning Earth,0.21,0.16,0,0.05,0.42
Superman: Shadow of Apokolips,0.21,0.16,0,0.05,0.42
NiGHTS: Journey of Dreams,0.33,0.03,0.04,0.03,0.42
American Chopper,0.35,0.01,0,0.06,0.42
Vanquish,0.19,0.17,0.03,0.04,0.42
Star Wars Trilogy: Apprentice of the Force,0.3,0.11,0,0.01,0.42
Marvel Super Hero Squad,0.37,0.02,0,0.03,0.42
Lemony Snicket's A Series of Unfortunate Events,0.3,0.11,0,0.01,0.42
JGTC: All-Japan Grand Touring Car Championship,0.23,0.16,0,0.03,0.42
NBA Live 06,0.39,0,0,0.03,0.42
Arc the Lad III,0,0,0.39,0.03,0.42
Solitaire Overload,0.39,0,0,0.03,0.42
Mobile Suit Gundam: Gundam vs. Gundam,0,0,0.42,0,0.42
Test Drive,0.35,0.05,0,0.02,0.42
Jikkyou Powerful Pro Yakyuu 11,0,0,0.42,0,0.42
Ghost Trick: Phantom Detective,0.2,0.08,0.12,0.03,0.42
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.21,0.16,0,0.05,0.42
Rush 2: Extreme Racing USA,0.35,0.06,0,0,0.42
NFL Blitz 2001,0.34,0.07,0,0,0.42
Dr. Mario 64,0.34,0.07,0,0,0.42
Jikkyou Powerful Pro Yakyuu 6,0,0,0.39,0.03,0.42
Army Men: Sarge's Heroes 2,0.34,0.07,0,0,0.42
James Bond 007: Everything or Nothing,0.32,0.08,0,0.01,0.42
Green Day: Rock Band,0.19,0.16,0,0.07,0.42
Wolfenstein: The Old Blood,0.09,0.25,0.02,0.06,0.42
MLB 08: The Show,0.35,0.01,0,0.06,0.42
Disney Infinity 2.0: Marvel Super Heroes,0.24,0.15,0,0.03,0.42
Dance Dance Revolution Ultramix 2,0.32,0.09,0,0.02,0.42
Mega Man Anniversary Collection,0.32,0.08,0,0.01,0.42
Blazing Angels: Squadrons of WWII,0.36,0.03,0,0.03,0.42
Super Famista 4,0,0,0.42,0,0.42
The Fairly Odd Parents: Game Boy Advance Video Volume 2,0.3,0.11,0,0.01,0.42
Cabela's Legendary Adventures,0.21,0.16,0,0.05,0.42
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,0,0,0.42,0,0.42
Harry Potter and the Goblet of Fire,0.32,0.08,0,0.01,0.42
JumpStart: Escape from Adventure Island,0.39,0,0,0.03,0.42
Thrillville: Off the Rails,0.2,0.16,0,0.05,0.42
Style Lab: Makeover,0.35,0.03,0,0.03,0.42
Condemned: Criminal Origins,0.36,0.03,0,0.03,0.42
Mega Man X6,0.14,0.1,0.16,0.03,0.42
Monster Jam: Urban Assault,0.39,0,0,0.03,0.42
BloodRayne,0.2,0.16,0,0.05,0.42
Kumamon Bomber: Puzzle de Kumamon Taisou,0.32,0.08,0,0.01,0.42
Castlevania: Curse of Darkness,0.18,0.14,0.05,0.05,0.42
Tom Clancy's HAWX 2,0.21,0.12,0.03,0.05,0.42
Harvest Moon: Grand Bazaar,0.22,0.05,0.13,0.02,0.42
International Superstar Soccer Pro '98,0.02,0.02,0.35,0.03,0.42
Jimmy Neutron: Boy Genius,0.3,0.11,0,0.01,0.42
Black,0.31,0.09,0,0.01,0.42
Zack & Wiki: Quest for Barbaros' Treasure,0.18,0.17,0.03,0.04,0.42
Double Pack: Finding Nemo / The Incredibles,0.31,0.09,0,0.01,0.42
Star Wars The Clone Wars: Republic Heroes,0.21,0.13,0,0.08,0.42
NBA 2K11,0.39,0,0,0.03,0.42
Animal Crossing: Amiibo Festival,0.19,0.11,0.09,0.03,0.42
Hyrule Warriors,0.16,0.12,0.11,0.03,0.42
Harry Potter and the Deathly Hallows - Part 1,0.13,0.21,0,0.08,0.42
Fishing Resort,0.16,0,0.25,0.01,0.42
WWE All Stars,0.16,0.18,0,0.07,0.42
Lord of the Rings: The Third Age,0.31,0.09,0,0.01,0.42
Football Manager Handheld 2011,0,0.28,0,0.14,0.42
Pirates of the Caribbean: At World's End,0.2,0.16,0,0.05,0.42
Mega Man Legends 2,0.17,0.12,0.1,0.03,0.42
X-Men vs. Street Fighter,0.16,0.11,0.12,0.03,0.42
High Rollers Casino,0.2,0.16,0,0.05,0.42
Castlevania: The Dracula X Chronicles,0.22,0.09,0.04,0.07,0.42
The Suffering,0.2,0.16,0,0.05,0.42
Cyber Troopers Virtual-On,0,0,0.42,0,0.42
Katamari Forever,0.26,0.05,0.06,0.04,0.42
Star Wars Starfighter: Special Edition,0.3,0.1,0,0.02,0.42
TimeShift,0.36,0.02,0,0.03,0.41
NBA Jam,0.2,0.16,0,0.05,0.41
Zone of the Enders: The 2nd Runner,0.15,0.12,0.11,0.04,0.41
Ghostbusters: The Video Game,0.26,0.12,0,0.04,0.41
Attack on Titan: Humanity in Chains,0,0,0.41,0,0.41
Jampack Spring 2004 (RP-T),0.2,0.16,0,0.05,0.41
Dexter's Laboratory Deesaster Strikes,0.3,0.11,0,0.01,0.41
NFL GameDay 2004,0.2,0.16,0,0.05,0.41
Scooby-Doo and the Cyber Chase,0.3,0.11,0,0.01,0.41
Danganronpa: Trigger Happy Havoc,0.14,0.07,0.15,0.06,0.41
TERA,0.24,0.12,0,0.05,0.41
Tomb Raider: The Last Revelation,0.41,0,0,0,0.41
pro evolution soccer 2011,0.04,0.21,0.05,0.11,0.41
Sega Rally Championship 2,0,0,0.41,0,0.41
Quake II,0.23,0.16,0,0.03,0.41
Crash of the Titans,0.34,0.01,0,0.06,0.41
BioShock,0.01,0.39,0,0.02,0.41
Cars: Mater-National Championship,0.37,0.01,0,0.03,0.41
MLB 10: The Show,0.2,0.16,0,0.05,0.41
Wheel of Fortune: 2nd Edition,0.23,0.16,0,0.03,0.41
Tom Clancy's Rainbow Six: Lockdown,0.26,0.13,0,0.02,0.41
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,0,0,0.41,0,0.41
Cool Boarders 2001,0.23,0.16,0,0.03,0.41
Grudge Warriors,0.23,0.16,0,0.03,0.41
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,0,0,0.39,0.03,0.41
Destiny: The Taken King,0.16,0.17,0.02,0.06,0.41
Mobile Suit Gundam,0,0,0.41,0,0.41
Mass Effect Trilogy,0.28,0.1,0,0.03,0.41
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.17,0.15,0,0.09,0.41
